232,",,",Sosha,"2,106","2,584","2,451","2,486","2,201","2,090","3,638","3,893","2,969","2,588","4,056","3,986","2,921"
233,",,",Khirai,"1,925","2,236","2,122","2,081","1,961","1,691","2,601","3,321","2,596","2,757","3,897","3,388","2,548"
234,",,",Beans,"2,030","1,796",-,"2,538","2,025","2,225",-,"7,533","8,492","7,031","5,293","3,972","4,294"
235,",,",Barbati,"2,840","3,290","3,873","4,006","2,815","2,487","3,481","3,979","4,028","4,093","3,996","3,861","3,562"
236,",,",Tomato Ripe,"2,065","1,408","1,467","1,641","2,051","2,672","5,529","7,814","7,283","8,233","7,326","5,330","4,402"
237,",,",Motorshooti,"4,194","3,394","3,601","3,428","3,226","3,279",-,-,-,-,"6,875","7,389","4,423"
238,",,",Jinga,"4,600","3,411","4,358","4,284","2,963","1,948","2,723","2,937","3,129","3,339","3,354","3,531","3,381"
239,",,",Chichinga,"2,837","3,231","3,787","3,679","2,571","1,785","2,297","2,508","2,759","3,018","3,073","3,199","2,895"
240,",,",Dundol,"2,200","2,200",-,"5,100","2,203","1,483","1,977","2,206","2,118","2,345","2,433","2,454","2,429"
241,",,",Radish Spinach,895,500,650,"1,225","1,400","1,850","1,958","1,856","1,897","1,947","1,625","1,383","1,432"
242,",,",Red Spinach,"1,467","1,567","1,633","1,678","1,636","1,621","1,986","2,154","2,153","2,244","2,056","1,913","1,842"
243,",,",Palongsak,"1,293","1,216","1,272","1,201","1,161","1,327","1,650","1,875","2,684","2,806","2,437","1,983","1,742"
244,",,",Indian Spinach,"1,224","1,224","1,604","1,545","1,304","1,180","1,293","1,428","1,428","1,486","1,559","1,443","1,393"
245,",,",Danta,"1,522","1,476","1,561","1,740","1,392","1,223","1,411","1,494","1,558","1,879","1,898","1,800","1,579"
246,",,",Cauliflower,"1,279","1,212","2,908","1,349","1,334","1,717","3,125","3,625","6,271","4,051","4,211","3,397","2,873"
247,",,",Cabbage,927,811,876,880,842,"1,348","2,417","3,667","3,670","2,899","2,857","2,416","1,967"
248,",,",Oal kopy,"1,100","1,049","1,184","1,135","1,134","1,300",-,"2,667","5,750","4,100","3,252","2,588","2,296"
249,",,",Carrot,"1,938","1,539","1,597","1,678","2,265","3,424","5,184","5,344","5,373","5,909","5,294","3,790","3,611"
250,",,",Green Banana,329,319,312,360,416,362,412,423,418,-,388,395,376
251,",,",Radish,994,970,"1,021","1,091","1,097","1,050","2,717","4,255","3,002","2,605","2,285","1,899","1,915"
252,Bibidh:,Sugar-Local,"4,807","4,815","4,822","4,820","4,970","4,989","5,063","5,190","5,284","5,399","5,435","5,529","5,094"
253,,Sugar-foreign,"4,798","4,850","4,874","4,877","4,982","4,952","5,018","5,186","5,294","5,421","5,695","5,623","5,131"
254,Gur,Sugarcane,"5,979","5,991","6,039","6,021","6,143","6,201","6,344","6,430","6,441","6,504","6,514","6,565","6,264"
255,,Dates,"8,369","8,626","8,411","8,576","8,771","8,571","8,310","8,451","7,807","8,328","8,013","8,841","8,423"
256,Salt,With Iodine,"2,758","2,717","2,719","2,719","2,710","2,673","2,697","2,684","2,679","2,673","2,658","2,618","2,692"
257,",,",loose,"1,679","1,633","1,627","1,685","1,593","1,561","1,553","1,558","1,550","1,542","1,518","1,501","1,583"
258,Vushi,Mashur,"2,643","2,620","2,620","2,655","2,657","2,583","2,575","2,714","2,824","2,854","2,855","2,904","2,709"
259,",,",Chola,"3,240","3,343","3,189","3,181","3,351","3,290","3,443","3,459","3,448","3,462","3,543","3,513","3,372"
260,",,",Kheshari,"3,083","3,076","3,102","3,061","3,102","3,095","3,174","3,196","3,184","3,227","3,246","3,218","3,147"
261,",,",Wheat,"2,710","2,729","2,739","2,757","2,834","2,877","2,922","2,936","2,925","2,906","2,892","2,916","2,845"
262,",,",Rice kura,"1,196","1,203","1,067","1,207","1,213","1,098","1,147","1,159","1,122","1,131","1,109","1,167","1,152"
263,",,","Lakri cherai
Mango",523,521,525,520,525,530,529,532,532,536,539,538,
,,,,,,,,,,,,,,,529
