District/ Division,None,2022-23,None_1,None_2,None_3,None_4,2023-24,None_5,None_6,None_7,None_8
41,Jamalpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
42,Mymensingh,0,0,0.00,0.000,0,0,0,0.00,0.000,0
43,Netrokona,0,0,0.00,0.000,0,0,0,0.00,0.000,0
44,Sherpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
"Mymensingh
Division",None,0,0,0,0.000,0,0,0,0,0.000,0
45,Bogura,0,0,0.00,0.000,0,0,0,0.00,0.000,0
46,Joypurhat,0,0,0.00,0.000,0,0,0,0.00,0.000,0
47,Naogaon,3350,1356,14.22,1.312,1778,1004,406,14.47,1.335,542
48,Natore,34136,13820,15.20,1.401,19368,32405,13114,15.44,1.424,18676
None,None,Area,None,Yield Rate,None,Production,Area,None,Yield Rate,None,"Producti
on"
None,None,Acres,Hectors,"Acres
(Maund)","Hectors
(M.
Ton)",(M. Ton),Acres,Hectors,"Acres
(Maund)","Hectors
(M.
Ton)",(M. Ton)
49,"Chapai
Nawabganj",0,0,,0.000,0,0,0,0.00,0.000,0
50,Pabna,81605,33025,13.27,1.224,40422,78636,31824,13.40,1.236,39333
51,Rajshahi,0,0,0.00,0.000,0,0,0,0.00,0.000,0
52,Sirajganj,30493,12345,14.80,1.365,16846,26404,10686,14.70,1.356,14488
Rajshahi Division,None,149584,60546,14.04,1.295,78414,138449,56030,14.13,1.304,73039
53,Dinajpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
54,Gaibandha,0,0,0.00,0.000,0,0,0,0.00,0.000,0
55,Kurigram,0,0,0.00,0.000,0,0,0,0.00,0.000,0
56,Lalmonirhat,0,0,0.00,0.000,0,0,0,0.00,0.000,0
57,Nilphamari,0,0,0.00,0.000,0,0,0,0.00,0.000,0
58,Panchagar,0,0,0.00,0.000,0,0,0,0.00,0.000,0
59,Rangpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
60,Thakurgaon,0,0,0.00,0.000,0,0,0,0.00,0.000,0
Rangpur Divison,None,0,0,0.00,0.000,0,0,0,0.00,0.000,0
61,Habiganj,8485,3434,13.02,1.201,4124,6913,2797,13.64,1.258,3519
62,Moulvibazar,478,193,14.20,1.310,253,353,143,14.00,1.291,185
63,Sunamganj,15,6,13.50,1.245,8,6,2,13.60,1.254,3
64,Sylhet,3480,1408,15.20,1.402,1974,1672,677,15.44,1.424,964
Sylhet Division,None,12458,5042,13.67,1.261,6359,8944,3620,13.50,1.290,4671
Bangladesh,None,541716,219264,11.90,1.097,240642,561046,227052,12.57,1.160,263321
None,None,,None,Yield Rate,None,"Product
ion",,None,Yield Rate,None,"Producti
on"
None,None,,Hectors,"Acres
(Maun
d)","Hector
s (M.
Ton)","(M.
Ton)",,Hectors,"Acres
(Maund)","Hectors
(M.
Ton)",(M. Ton)
1,Barguna,,44638,17.33,1.598,71351,,41854,19.00,1.752,73348
2,Barishal,,68586,19.54,1.802,123613,,65580,19.81,1.827,119827
3,Bhola,,19344,19.28,1.778,34399,,7380,19.56,1.804,13315
4,Jhallokati,,34611,20.81,1.919,66434,,33322,20.88,1.926,64175
5,Patuakhali,,84056,14.50,1.337,112418,,81303,16.43,1.515,123209
6,Pirojpur,,49730,15.13,1.396,69400,,47673,17.24,1.590,75806
Barishal Division,None,,300965,17.21,1.587,477615,,277111,18.38,1.695,469679
7,Bandarban,,227,18.74,1.729,392,,190,19.10,1.762,334
8,Brahmanbaria,,5301,19.35,1.785,9460,,4743,19.66,1.813,8600
9,Chandpur,,4326,13.55,1.250,5407,,2669,13.77,1.270,3390
10,Chattogram,,24795,18.21,1.680,41646,,13374,18.46,1.703,22771
11,Cumilla,,10120,16.02,1.478,14953,,8908,16.20,1.494,13311
12,Cox’s Bazar,,3576,17.26,1.592,5693,,2270,17.55,1.619,3674
13,Feni,,6352,19.00,1.752,11132,,4767,19.22,1.773,8450
14,Khagrachari,,1510,18.93,1.746,2636,,1514,19.28,1.778,2692
15,Lakshmipur,,6402,19.57,1.805,11556,,5423,19.79,1.825,9898
16,Noakhali,,33092,18.14,1.673,55369,,31013,18.54,1.710,53034
17,Rangamati,,218,16.96,1.564,341,,209,17.25,1.591,332
"Chattogram
Division",None,,95919,17.93,1.653,158585,,75078,18.27,1.685,126486
18,Dhaka,,1547,17.07,1.574,2435,,1036,17.42,1.607,1665
19,Faridpur,,2052,15.65,1.443,2962,,1472,15.79,1.456,2144
20,Gazipur,,3203,16.19,1.493,4783,,2481,16.26,1.500,3720
21,Gopalganj,,3403,16.22,1.496,5092,,3053,16.33,1.506,4599
22,Kishoreganj,,2369,17.95,1.656,3923,,2015,18.35,1.69,3411.09
23,Madaripur,,7476,16.25,1.499,11205,,5677,16.90,1.559,8850
24,Manikganj,,174,10.72,0.989,172,,128,10.67,0.984,126
25,Munshiganj,,0,0.00,0.000,0,,0,0.00,0.000,0
26,Narayanganj,,592,16.18,1.492,884,,562,16.71,1.541,865
27,Narsingdi,,5372,16.75,1.545,8300,,3850,17.27,1.593,6132
28,Rajbari,,629,17.05,1.573,989,,447,17.62,1.625,727
29,Shariatpur,,3645,19.72,1.819,6630,,3060,19.91,1.836,5620
30,Tangail,,17760,18.49,1.705,30289,,13800,18.45,1.702,23484
Dhaka Division,None,,48222,17.46,1.611,77662,,37582,17.70,1.632,61343
31,Bagerhat,,28276,19.03,1.755,49632,,28883,19.25,1.776,51284
32,Chuadanga,,0,0.00,0.000,0,,0,0.00,0.000,0
33,Jashore,,931,17.25,1.591,1482,,557,17.32,1.598,890
34,Jhenaidah,,0,0.00,0.000,0,,0,0.00,0.000,0
35,Khulna,,18890,22.70,2.094,39550,,15758,22.50,2.075,32703
36,Kushtia,,727,18.47,1.704,1239,,451,18.87,1.740,785
37,Magura,,558,20.70,1.909,1066,,424,20.87,1.925,816
38,Meherpur,,0,0.00,0.000,0,,0,0.00,0.000,0
39,Narail,,3468,14.93,1.377,4776,,3546,15.93,1.469,5211
40,Satkhira,,694,16.51,1.523,1057,,589,17.00,1.568,924
Khulna Division,None,,53545,20.01,1.845,98801,,50209,20.00,1.845,92612
None,None,,None,Yield Rate,None,"Product
ion",,None,Yield Rate,None,"Producti
on"
None,None,,Hectors,"Acres
(Maun
d)","Hector
s (M.
Ton)","(M.
Ton)",,Hectors,"Acres
(Maund)","Hectors
(M.
Ton)",(M. Ton)
41,Jamalpur,,6792,18.36,1.693,11501,,4977,18.92,1.745,8685
42,Mymensingh,,35537,18.15,1.674,59491,,24759,18.58,1.714,42430
43,Netrokona,,13789,18.42,1.699,23427,,9151,18.71,1.726,15793
44,Sherpur,,23938,18.15,1.674,40075,,22429,18.72,1.727,38726
"Mymensingh
Division",None,,80055,18.21,1.680,134494,,61316,18.68,1.723,105635
45,Bogura,,3140,17.30,1.596,5010,,2656,17.45,1.610,4275
46,Joypurhat,,3228,20.50,1.891,6103,,144,20.83,1.921,278
47,Naogaon,,22026,21.81,2.011,44292,,19311,21.92,2.021,39027
48,Natore,,756,18.94,1.747,1321,,711,18.34,1.692,1203
49,"Chapai
Nawabganj",,1638,21.81,2.012,3296,,1259,21.92,2.022,2545
50,Pabna,,504,13.88,1.280,646,,147,14.40,1.328,195
51,Rajshahi,,253,18.83,1.737,440,,255,18.93,1.746,445
52,Sirajganj,,2985,19.10,1.761,5256,,3265,19.26,1.776,5800
Rajshahi Division,None,,34531,20.84,1.922,66363,,27748,21.01,1.938,53768
53,Dinajpur,,4857,21.49,1.982,9627,,3285,21.55,1.988,6529
54,Gaibandha,,7465,19.23,1.774,13240,,4716,20.00,1.845,8700
55,Kurigram,,9901,18.59,1.715,16977,,7694,18.50,1.706,13129
56,Lalmonirhat,,14,16.25,1.498,21,,48,16.53,1.525,73
57,Nilphamari,,367,17.25,1.591,583,,151,17.80,1.642,248
58,Panchagar,,483,19.20,1.771,855,,348,19.20,1.771,616
59,Rangpur,,533,17.74,1.636,873,,527,17.92,1.653,870
60,Thakurgaon,,89,17.92,1.652,147,,70,18.50,1.706,119
Rangpur Divison,None,,23709,19.35,1.785,42324,,16837,19.50,1.799,30283
61,Habiganj,,2123,21.80,2.011,4268,,2254,20.87,1.925,4339
62,Moulvibazar,,1563,20.86,1.924,3007,,1652,20.93,1.930,3190
63,Sunamganj,,13056,17.06,1.574,20545,,11640,17.33,1.598,18606
64,Sylhet,,32477,15.62,1.441,46790,,23985,16.12,1.487,35663
Sylhet Division,None,,49219,16.43,1.516,74610,,39532,16.95,1.563,61797
Bangladesh,None,,686164,17.86,1.647,1130454,,585411,18.55,1.711,1001602
None,None,Area,None,Yield Rate,None,"Product
ion",Area,None,Yield Rate,None,"Productio
n"
None,None,Acres,Hectors,"Acres
(Maund
)","Hectors
(M.
Ton)","(M.
Ton)",Acres,Hectors,"Acres
(Maund)","Hector
s
(M.
Ton)",(M. Ton)
1,Barguna,127270,51526,30.61,2.822,145417,129555,52430,31.50,2.905,152332
2,Barishal,118746,48075,26.21,2.417,116175,122252,49475,31.10,2.869,141920
3,Bhola,353190,142992,32.23,2.972,424909,399044,161491,32.92,3.036,490352
4,Jhalokathi,28946,11719,29.97,2.763,32382,29150,11797,32.56,3.003,35428
5,Patuakhali,256036,103658,29.01,2.675,277253,264276,106951,31.52,2.907,310936
6,Pirojpur,23470,9502,29.22,2.694,25599,25087,10153,32.10,2.961,30059
Barishal Division,None,907658,367473,30.16,2.780,1021735,969364,392296,35.77,2.960,1161028
7,Bandarban,25004,10123,31.11,2.868,29036,23170,9377,32.10,2.961,27762
8,Brahmanbaria,120995,48986,33.11,3.053,149539,118721,48046,33.76,3.114,149609
9,Chandpur,57022,23076,25.95,2.394,55234,65394,26465,30.75,2.836,75060
10,Chattogram,376788,152546,29.35,2.706,412793,361997,146498,33.63,3.102,454421
11,Cumilla,276881,112098,29.01,2.675,299825,272324,110208,32.75,3.021,332908
12,Cox’s Bazar,174942,70827,32.24,2.972,210531,168354,68132,33.75,3.113,212092
13,Feni,147318,59643,34.42,3.173,189275,151519,61319,34.80,3.210,196822
14,Khagrachari,63976,25901,36.53,3.368,87236,63821,25828,36.91,3.404,87930
15,Laxmipur,171951,69616,30.25,2.789,194159,169696,68675,31.88,2.940,201938
16,Noakhali,312971,126709,32.38,2.985,378276,318842,129033,32.67,3.013,388822
17,Rangamati,23557,9537,31.86,2.937,28015,23303,9431,32.50,2.998,28270
"Chattogram
Division",None,1751404,709061,31.11,2.868,2033918,1737140,703011,33.24,3.066,2155635
18,Dhaka,6768,2740,28.56,2.633,7215,7323,2964,31.15,2.873,8515
19,Faridpur,165500,67004,34.58,3.188,213624,162982,65958,35.50,3.274,215971
20,Gazipur,96717,39157,28.73,2.649,103721,94918,38413,32.80,3.025,116212
21,Gopalgonj,26585,10763,26.35,2.429,26148,27666,11196,31.60,2.915,32633
22,Kishoregonj,185524,75111,32.48,2.995,224928,157021,63546,33.80,3.118,198108
23,Madaripur,24253,9819,33.31,3.071,30156,27075,10957,35.85,3.307,36231
24,Manikgonj,23636,9569,31.51,2.905,27800,25816,10448,32.56,3.003,31376
25,Munsigonj,3914,1584,27.75,2.560,4054,5287,2139,32.40,2.988,6394
26,Narayangonj,4275,1731,29.9,2.757,4771,4236,1714,31.25,2.882,4941
27,Narsingdi,80934,32767,31.23,2.879,94347,84094,34032,33.26,3.068,104404
28,Rajbari,107250,43421,29.4,2.711,117699,101172,40944,32.20,2.970,121603
29,Shariatpur,5436,2201,28.20,2.600,5722,10042,4064,31.86,2.939,11942
30,Tangail,191814,77657,30.4,2.803,217661,192707,77987,32.53,3.000,233996
Dhaka Division,None,922606,373524,31.30,2.886,1077847,900339,364362,33.40,3.080,1122327
31,Bagerhat,81473,32985,30.63,2.824,93151,84617,34244,32.35,2.984,102178
32,Chuadanga,82299,33319,32.18,2.967,98857,76838,31096,33.10,3.053,94936
33,Jashore,344093,139309,31.5,2.904,404589,319958,129485,32.47,2.995,387795
34,Jhenaidah,255067,103266,36.35,3.351,"346087.
5",235658,95369,37.20,3.431,327229.5
35,Khulna,178927,72440,31.23,2.879,208581,177105,71673,33.50,3.090,221464
36,Kushtia,214492,86839,33.7,3.107,269816,179267,72548,34.10,3.145,228182
37,Magura,149545,60545,29.99,2.765,167408,122907,49740,31.52,2.907,144607
38,Meherpur,63448,25687,33.19,3.060,78605,61109,24730,34.56,3.188,78833
39,Narail,84555,34233,32.46,2.993,102451,67546,27335,34.50,3.182,86985
None,None,Area,None,Yield Rate,None,"Product
ion",Area,None,Yield Rate,None,"Productio
n"
None,None,Acres,Hectors,"Acres
(Maund
)","Hectors
(M.
Ton)","(M.
Ton)",Acres,Hectors,"Acres
(Maund)","Hector
s
(M.
Ton)",(M. Ton)
40,Satkhira,211700,85709,33.69,3.106,266225,201652,81607,34.44,3.177,259235
Khulna Division,None,1665599,674332,32.74,3.019,2035771,1526657,617830,33.89,3.126,1931445
41,Jamalpur,256638,103860,28.25,2.606,270624,182241,73752,32.80,3.025,223124
42,Mymensingh,556238,225106,30.48,2.811,632853,517850,209571,31.42,2.898,607348
43,Netrokona,289642,117217,31.62,2.916,341862,241882,97888,32.50,2.998,293437
44,Sherpur,166701,67463,30.81,2.842,191715,171901,69567,33.26,3.068,213416
"Mymensingh
Division",None,1269219,513646,30.33,2.798,1437055,1113874,450779,32.16,2.967,1337325
45,Bogura,438492,177455,33.65,3.104,550775,418590,169401,34.33,3.166,536401
46,Joypurhat,157045,63555,32.17,2.967,188583,155168,62796,33.15,3.058,192005
47,Naogaon,429024,173694,31.21,2.878,499807,430670,174290,33.67,3.106,541271
48,Natore,179029,72481,33.04,3.046,220796,171501,69406,34.62,3.193,221626
49,"Chapai
Nawabganj",127098,51436,35.44,3.269,168136,129251,52307,36.40,3.357,175615
50,Pabna,134487,54426,30.71,2.833,154166,129291,52323,31.60,2.915,152505
51,Rajshahi,191708,77583,35.64,3.287,255038,196134,79374,36.10,3.330,264294
52,Sirajganj,169725,68715,33.61,3.099,212932,170288,68915,35.45,3.270,225334
Rajshahi Division,None,1826608,739346,33.00,3.044,2250233,1800893,728811,34.35,3.168,2309052
53,Dinajpur,629303,254675,30.75,2.836,722324,613351,248220,32.55,3.002,745225
54,Gaibandha,296434,119965,28.15,2.596,311483,297589,120433,31.25,2.882,347132
55,Kurigram,271892,110033,32.75,3.021,332380,243877,98696,34.50,3.182,314063
56,Lalmonirhat,211022,85434,33.80,3.116,266239,191694,77577,34.20,3.154,244716
57,Nilphamari,278440,112683,30.31,2.796,315025,221921,89810,33.47,3.087,277256
58,Panchagarh,245607,99396,34.44,3.177,315741,210753,85291,35.30,3.256,277700
59,Rangpur,406463,164493,30.30,2.795,459717,346737,140323,33.45,3.085,432936
60,Thakurgaon,338160,136907,31.65,2.918,399506,324326,131253,33.00,3.044,399506
Rangpur Division,None,2677321,"108358
7",31.24,2.882,3122415,2450248,991602,33.22,3.064,3038533
61,Habiganj,204338,82694,29.62,2.732,225924,211251,85492,33.56,3.095,264635
62,Moulvibazar,246262,99661,33.27,3.069,305828,247366,100108,34.80,3.210,321327
63,Sunamganj,168588,68227,32.81,3.026,206472,167203,67666,34.38,3.171,214574
64,Sylhet,266482,107844,33.99,3.135,338101,291045,117784,34.30,3.164,372633
Sylhet Division,None,885670,358426,32.56,3.003,1076324,916865,371050,34.28,3.162,1173170
Bangladesh,None,11906085,4819394,31.63,2.916,14055299,11415381,4619742,33.39,3.080,14228516
None,None,Area,None,Yield Rate,None,"Producti
on",Area,None,Yield Rate,None,Production
None,None,Acres,Hectors,"Acres
(Maund)","Hectors
(M. Ton)",(M. Ton),Acres,Hectors,"Acres
(Maund)","Hectors
(M.Ton)",(M. Ton)
1,Barguna,-,-,-,-,-,40,16,39.00,3.597,58
2,Barishal,,,,,,0,0,0.00,0.000,0
3,Bhola,,,,,,161,65,38.40,3.542,231
4,Jhalokathi,,,,,,0,0,0.00,0.000,0
5,Patuakhali,,,,,,190,77,39.00,3.597,277
6,Pirojpur,,,,,,1260,510,39.00,3.597,1834
Barishal Division,None,0,0,0,0,0,1651,668,38.40,3.592,2399
7,Bandarban,,,,,,2314,936,39.93,3.683,3449
8,Brahmanbaria,,,,,,1477,598,40.58,3.743,2237
9,Chandpur,,,,,,2209,894,38.72,3.571,3192
10,Chattogram,,,,,,17684,7157,40.55,3.740,26767
11,Cumilla,,,,,,7740,3132,40.42,3.728,11678
12,Cox’s Bazar,,,,,,11589,4690,40.80,3.763,17649
13,Feni,,,,,,109,44,40.35,3.722,164
14,Khagrachari,,,,,,148,60,39.00,3.597,216
15,Laxmipur,,,,,,3265,1321,39.47,3.641,4810
16,Noakhali,,,,,,12,5,39.20,3.616,18
17,Rangamati,,,,,,0,0,0.00,0.000,0
Chattogram Division,None,0,0,0,0,0,46547,18837,40.39,3.726,70181
18,Dhaka,,,,,,47,19,39.00,3.597,68
19,Faridpur,,,,,,11206,4535,39.52,3.645,16531
20,Gazipur,,,,,,1843,746,39.38,3.632,2709
21,Gopalgonj,,,,,,6276,2540,38.61,3.561,9045
22,Kishoregonj,,,,,,17443,7059,39.34,3.629,25614
23,Madaripur,,,,,,794,321,40.50,3.736,1200
24,Manikgonj,,,,,,265,107,41.10,3.791,407
25,Munsigonj,,,,,,265,107,40.50,3.736,401
26,Narayangonj,,,,,,0,0,0.00,0.000,0
27,Narsingdi,,,,,,2247,909,40.83,3.766,3425
28,Rajbari,,,,,,19999,8093,40.80,3.763,30458
29,Shariatpur,,,,,,89,36,38.53,3.554,128
30,Tangail,,,,,,16000,6475,41.10,3.791,24546
Dhaka Division,None,0,0,0,0,0,76474,30949,40.12,3.701,114532
31,Bagerhat,,,,,,11724,4745,39.66,3.658,17356
32,Chuadanga,,,,,,12422,5027,40.58,3.743,18816
33,Jashore,,,,,,21868,8850,38.85,3.583,31712
34,Jhenaidah,,,,,,19507,7894,40.30,3.717,29344.2
35,Khulna,,,,,,7142,2890,39.88,3.678,10632
36,Kushtia,,,,,,36010,14573,41.20,3.800,55379
37,Magura,,,,,,28108,11375,37.45,3.454,39292
38,Meherpur,,,,,,2737,1108,39.50,3.643,4036
39,Narail,,,,,,19662,7957,39.50,3.643,28990
40,Satkhira,,,,,,11007,4454,38.50,3.551,15818
Khulna Division,None,0,0,0,0,0,170187,68874,39.57,3.650,251376
41,Jamalpur,,,,,,80776,32690,38.94,3.592,117410
None,None,Area,None,Yield Rate,None,"Producti
on",Area,None,Yield Rate,None,Production
None,None,Acres,Hectors,"Acres
(Maund)","Hectors
(M. Ton)",(M. Ton),Acres,Hectors,"Acres
(Maund)","Hectors
(M.Ton)",(M. Ton)
42,Mymensingh,,,,,,45381,18365,39.20,3.616,66403
43,Netrokona,,,,,,41728,16887,39.63,3.655,61728
44,Sherpur,,,,,,14100,5706,38.40,3.542,20211
"Mymensingh
Division",None,,,,,,181985,73648,39.12,3.608,265751
45,Bogura,,,,,,19102,7730,38.77,3.576,27644
46,Joypurhat,,,,,,9833,3979,39.20,3.616,14388
47,Naogaon,,,,,,1628,659,40.20,3.708,2443
48,Natore,,,,,,12222,4946,39.35,3.629,17952
49,"Chapai
Nawabganj",,,,,,603,244,40.50,3.736,912
50,Pabna,,,,,,13165,5328,40.00,3.689,19657
51,Rajshahi,,,,,,1072,434,40.20,3.708,1609
52,Sirajganj,,,,,,4211,1704,38.25,3.528,6012
Rajshahi Division,None,0,0,0,0,0,61836,25025,39.26,3.621,90617
53,Dinajpur,,,,,,19076,7720,40.20,3.708,28625
54,Gaibandha,,,,,,4960,2007,39.50,3.643,7313
55,Kurigram,,,,,,33879,13711,39.00,3.597,49320
56,Lalmonirhat,,,,,,21632,8754,38.94,3.592,31443
57,Nilphamari,,,,,,57209,23152,39.62,3.654,84607
58,Panchagarh,,,,,,34955,14146,40.00,3.689,52191
59,Rangpur,,,,,,61228,24779,40.00,3.689,91419
60,Thakurgaon,,,,,,14560,5892,39.85,3.676,21658
Rangpur Division,None,0,0,0,0,0,247499,100161,39.68,3.660,366576
61,Habiganj,,,,,,48,19,39.15,3.611,70
62,Moulvibazar,,,,,,257,104,39.10,3.606,375
63,Sunamganj,,,,,,317,128,39.50,3.643,467
64,Sylhet,,,,,,336,136,38.27,3.530,480
Sylhet Division,None,0,0,0,0,0,958,388,38.94,3.592,1393
Bangladesh,None,,,,,,787137,318550,39.58,3.650,1162824
None,None,Area,None,Yield Rate,None,"Productio
n",Area,None,Yield Rate,None,"Productio
n"
None,None,Acres,Hectors,"Acres
(Maun
d)","Hectors
(M.
Ton)",(M. Ton),Acres,Hectors,"Acres
(Maun
d)","Hectors
(M.
Ton)",(M. Ton)
1,Barguna,237570,96164,24.44,2.254,216769,233055,94316,25.95,2.394,225756
2,Barishal,289636,117234,22.23,2.050,240372,285074,115368,24.63,2.272,262079
3,Bhola,400988,162335,30.69,2.829,459308,417441,168936,32.34,2.983,503897
4,Jhallokati,114470,46330,23.13,2.133,98815,111489,45119,23.93,2.208,99603
5,Patuakhali,463738,187714,22.51,2.076,389671,465365,188331,25.01,2.307,434422
6,Pirojpur,151716,61402,17.23,1.590,97603,148931,60272,19.81,1.827,110111
Barishal Division,None,1658118,671180,24.28,2.239,1502538,1661355,672341,26.38,2.433,1635869
7,Bandarban,25564,10350,30.84,2.843,29428,25953,10503,32.56,3.003,31546
8,Brahmanbaria,156514,63360,29.33,2.704,171344,178007,72039,28.60,2.638,190038
9,Chandpur,104179,42161,19.00,1.752,73872,104001,42089,24.12,2.225,93646
10,Chattogram,438057,177341,27.79,2.563,454439,439574,177893,31.58,2.913,518250
11,Cumilla,322108,130401,26.95,2.485,324040,317209,128373,30.86,2.847,365438
12,Cox’s Bazar,183778,74403,31.52,2.906,216224,185551,75092,33.70,3.108,233416
13,Feni,163014,65995,32.94,3.037,200407,163406,66130,33.68,3.107,205436
14,Khagrachari,67706,27411,35.56,3.279,89872,67710,27402,35.94,3.315,90838
15,Lakshmipur,187771,76018,29.35,2.706,205715,187858,76025,31.00,2.859,217373
16,Noakhali,394742,159801,29.43,2.714,433644,395487,160051,29.93,2.761,441874
17,Rangamati,24096,9755,31.53,2.907,28356,23819,9639,32.17,2.967,28602
Chattogram Division,None,2067528,836995,28.86,2.661,2227341,2088575,845235,31.00,2.859,2416455
18,Dhaka,19716,7980,19.12,1.763,14072,19706,7975,20.48,1.889,15065
19,Faridpur,199851,80906,30.65,2.826,228663,200658,81205,32.61,3.008,244276
20,Gazipur,108581,43958,27.24,2.512,110417,103013,41689,31.91,2.943,122702
21,Gopalganj,54636,22115,19.36,1.786,39488,61544,24907,23.86,2.201,54812
22,Kishoreganj,191379,77480,32.04,2.954,228851,179444,72620,33.91,3.128,227134
23,Madaripur,61800,25014,22.64,2.088,52219,65714,26594,24.50,2.260,60105
24,Manikganj,89077,36053,15.79,1.456,52506,89942,36399,16.78,1.548,56340
25,Munshiganj,47943,19402,11.37,1.048,20341,48509,19631,12.70,1.171,22990
26,Narayanganj,15278,6184,17.01,1.569,9700,14009,5670,17.99,1.659,9406
27,Narsingdi,94209,38139,29.19,2.691,102648,95854,38792,31.85,2.938,113961
28,Rajbari,114711,46440,28.29,2.608,121113,124202,50264,33.13,3.056,153592
29,Shariatpur,33178,13428,17.43,1.608,21590,36074,14599,19.94,1.839,26850
30,Tangail,280262,113452,24.98,2.303,261291,294897,119343,27.06,2.496,297873
Dhaka Division,None,1310621,530552,25.81,2.380,1262899,1333566,539687,28.23,2.604,1405107
31,Bagerhat,151514,61330,25.26,2.330,142871,167981,67981,27.27,2.515,170959
32,Chuadanga,82299,33319,32.18,2.967,98857,89260,36123,34.14,3.149,113752
33,Jashore,346394,140240,31.41,2.896,406070,343202,138892,32.82,3.027,420397
34,Jhenaidah,255067,103266,36.35,3.351,346087,255165,103264,37.44,3.453,356574
35,Khulna,241281,97674,28.27,2.606,254569,238629,96572,30.55,2.818,272108
36,Kushtia,216289,87566,33.57,3.095,271055,216391,87572,35.20,3.247,284346
37,Magura,151884,61491,29.79,2.747,168913,152771,61826,32.46,2.994,185077
