District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,0,0,0.00,0,0,0,0,0,0,0,0,0
2,Barishal,0,0,0.00,0,0,0,0,0,0,0,0,0
3,Bhola,0,0,0.00,0,0,0,0,0,0,0,0,0
4,Jhallokati,0,0,0.00,0,0,0,0,0,0,0,0,0
5,Patuakhali,0,0,0.00,0,0,0,0,0,0,0,0,0
6,Pirojpur,0,0,0.00,0,0,0,0,0,0,0,0,0
1,Barishal Division,0,0,0.00,0,0,0,0,0,0,0,0,0
7,Bandarban,0,0,0.00,0,0,0,0,0,0,0,0,0
8,Brahmanbaria,0,0,0.00,0,0,0,0,0,0,0,0,0
9,Chandpur,0,0,0.00,0,0,0,0,0,0,0,0,0
10,Chattogram,0,0,0.00,0,0,0,0,0,0,0,0,0
11,Cumilla,12,12,11.99,0,0,0,9,10,10.86,9,10,10.86
12,Cox’s Bazar,0,0,0.00,0,0,0,0,0,0,0,0,0
13,Feni,0,0,0.00,0,0,0,0,0,0,0,0,0
14,Khagrachari,25,26,29.62,0,0,0,98,92,91.84,98,92,91.84
15,Lakshmipur,0,0,0.00,0,0,0,0,0,0,0,0,0
16,Noakhali,0,0,0.00,0,0,0,0,0,0,0,0,0
17,Rangamati,12,12,12.29,0,0,0,4,6,7.87,4,6,7.87
2,"Chattogram
Division",49,50,53.90,0,0,0,111,108,110.57,111,108,110.57
18,Dhaka,0,0,0.22,0,0,0,0,0,0.98,0,0,0.98
19,Faridpur,0,0,0.00,0,0,0,0,0,0,0,0,0
20,Gazipur,21,37,63.00,0,0,0,122,145.57,171.30,122,145.57,171.3
21,Gopalganj,0,0,0.00,0,0,0,0,0,0,0,0,0
22,Kishoreganj,10,11.92,8.40,0,0,0,18,26.26,32.08,18,26.26,32.08
23,Madaripur,0,0,0.00,0,0,0,0,0,0,0,0,0
24,Manikganj,0,0,0.00,0,0,0,0,0,0,0,0,0
25,Munshiganj,2,1.83,1.25,0,0,0,5,5.16,4.33,5,5.16,4.33
26,Narayanganj,2,2.82,2.71,7,7.18,7.11,23,23.29,22.24,30,30.47,29.35
27,Narsingdi,134,154.91,161.50,954,"1293.9
7",1342.45,156,281.14,330.06,1110,1575.11,1672.51
28,Rajbari,0,0,0.00,0,0,0,0,0,0,0,0,0
29,Shariatpur,0,0,0.00,0,0,0,0,0,0,0,0,0
30,Tangail,3,2.79,3.94,0,0,0,9,9.37,14.03,9,9.37,14.03
3,Dhaka Division,172,211.27,241.02,961,"1301.1
5",1349.56,333,490.79,575.02,1294,1791.94,1924.58
31,Bagerhat,0,0,0.00,0,0,0,0,0,0,0,0,0
32,Chuadanga,0,0,0.00,0,0,0,0,0,0,0,0,0
33,Jashore,0,0,0.00,0,0,0,0,0,0,0,0,0
